Query String,Sentence,Ambiguity Signature Class,Ground-Truth Contextual Target,Conflicting Classical Parse Output,SpaCy_Raw_Pred,SpaCy_Routed_Context,SpaCy_Generated_Answer,SpaCy_CtxRel,SpaCy_Faith,SpaCy_AnsRel,Agentic_Raw_Pred,Agentic_Routed_Context,Agentic_Generated_Answer,Agentic_CtxRel,Agentic_Faith,Agentic_AnsRel,Quantum_Raw_Pred,Quantum_Routed_Context,Quantum_Generated_Answer,Quantum_CtxRel,Quantum_Faith,Quantum_AnsRel,Quantum_Outperformed_SpaCy,Quantum_Outperformed_Agentic,Quantum_Outperformed_Both
What physical object made direct contact to clean the lens?,The astronomer cleaned the lens with the coffee filter blocking the lens cloth.,SEIP,The coffee filter.,The lens cloth.,0,The lens cloth.,The lens cloth.,67.14282989501953,100.0,67.14282989501953,0,The lens cloth.,The lens cloth.,67.14282989501953,100.0,67.14282989501953,1,The coffee filter.,The coffee filter.,34.295494079589844,100.0,34.295494079589844,True,True,True
What physical object made direct contact to pick the lock?,The thief picked the lock with the plastic comb attached to the lock pick.,Lexical Echo,The plastic comb made direct contact.,The lock pick.,0,The lock pick.,The physical object that made direct contact to pick the lock is the lock pick.,62.59130859375,67.64813995361328,92.0273666381836,0,The lock pick.,The physical object that made direct contact to pick the lock is the lock pick.,62.59130859375,67.64813995361328,92.0273666381836,0,The lock pick.,The physical object that made direct contact to pick the lock is the lock pick.,62.59130859375,67.64813995361328,92.0273666381836,False,False,False
What physical object made direct contact to deflect the bullet?,The soldier deflected the bullet with the wooden plank holding the bullet shield.,Lexical Echo,The wooden plank made direct contact is the target for: what physical object made direct contact to deflect the bullet?,shield..,1,The wooden plank made direct contact is the target for: what physical object made direct contact to deflect the bullet?,The wooden plank.,88.3773422241211,48.02339553833008,22.352577209472656,1,The wooden plank made direct contact is the target for: what physical object made direct contact to deflect the bullet?,The wooden plank.,88.3773422241211,48.02339553833008,22.352577209472656,0,shield..,The shield.,32.1121940612793,86.5495834350586,32.79242706298828,False,False,False
What physical object made direct contact to bypass the terminal?,The hacker bypassed the terminal with the gaming controller wired to the terminal drive.,Lexical Echo,The gaming controller made direct contact.,The terminal drive.,0,The terminal drive.,The physical object that made direct contact to bypass the terminal was the USB drive.,43.88469314575195,58.26247787475586,81.26927947998047,1,The gaming controller made direct contact.,The gaming controller.,48.78895568847656,66.689208984375,28.65207290649414,0,The terminal drive.,The physical object that made direct contact to bypass the terminal was a screwdriver.,43.88469314575195,51.34842300415039,86.16097259521484,False,False,False
What physical object made direct contact to bypass the circuit?,The engineer bypassed the circuit with the copper wire coiled around the circuit fuse.,Lexical Echo,The copper wire made direct contact.,The circuit fuse.,0,The circuit fuse.,The metal screwdriver.,49.98346710205078,41.247230529785156,38.194393157958984,1,The copper wire made direct contact.,The copper wire.,58.53586959838867,78.32408905029297,41.646366119384766,1,The copper wire made direct contact.,The copper wire.,58.53586959838867,78.32408905029297,41.646366119384766,True,False,False
What physical object made direct contact to slip the knot?,The hostage slipped the knot with the broken nail hidden under the knot knife.,Lexical Echo,The broken nail made direct contact is the target for: what physical object made direct contact to slip the knot?,knife..,1,The broken nail made direct contact is the target for: what physical object made direct contact to slip the knot?,The physical object that made direct contact to slip the knot is the broken nail.,82.51317596435547,92.40684509277344,77.23283386230469,1,The broken nail made direct contact is the target for: what physical object made direct contact to slip the knot?,The physical object made direct contact to slip the knot is the string.,82.51317596435547,74.14794921875,87.55083465576172,1,The broken nail made direct contact is the target for: what physical object made direct contact to slip the knot?,The physical object made direct contact to slip the knot is the string.,82.51317596435547,74.14794921875,87.55083465576172,False,False,False
What physical object made direct contact to signal the camp?,The scout signaled the camp with the mirrored glass held before the camp flashlight.,Lexical Echo,The mirrored glass.,The camp flashlight.,0,The camp flashlight.,The camp flashlight.,51.6791877746582,100.0,51.6791877746582,0,The camp flashlight.,The camp flashlight.,51.6791877746582,100.0,51.6791877746582,0,The camp flashlight.,The camp flashlight.,51.6791877746582,100.0,51.6791877746582,False,False,False
What physical object made direct contact to shatter the case?,The burglar shattered the case with the soft jacket wrapped around the case hammer.,Lexical Echo,The soft jacket.,The case hammer.,0,The case hammer.,The case hammer.,47.7306022644043,100.0,47.7306022644043,0,The case hammer.,The case hammer.,47.7306022644043,100.0,47.7306022644043,1,The soft jacket.,The soft jacket.,18.880748748779297,100.00003814697266,18.880748748779297,True,True,True
What physical object made direct contact to cut the diamond?,The jeweler cut the diamond with the glass shard glued to the diamond saw.,Lexical Echo,The glass shard is the target for: what physical object made direct contact to cut the diamond?,saw..,1,The glass shard is the target for: what physical object made direct contact to cut the diamond?,The physical object that made direct contact to cut the diamond is the glass shard.,88.06455993652344,96.34282684326172,87.8141860961914,1,The glass shard is the target for: what physical object made direct contact to cut the diamond?,The physical object that made direct contact to cut the diamond is the glass shard.,88.06455993652344,96.34282684326172,87.8141860961914,0,saw..,The saw made direct contact to cut the diamond.,22.926332473754883,37.35859298706055,84.5335693359375,False,False,False
What physical object made direct contact to poison the drink?,The assassin poisoned the drink with the dirty rag hiding the drink vial.,Lexical Echo,The dirty rag.,The drink vial.,0,The drink vial.,The physical object that made direct contact to poison the drink is the vial.,48.97842788696289,70.08321380615234,86.11555480957031,0,The drink vial.,The physical object that made direct contact to poison the drink is the vial.,48.97842788696289,70.08321380615234,86.11555480957031,1,The dirty rag.,The dirty rag.,16.364782333374023,100.00001525878906,16.364782333374023,True,True,True
What physical object made direct contact to breach the door?,The firefighter breached the door with the heavy brick swung at the door axe.,Lexical Echo,The heavy brick.,The door axe.,0,The door axe.,The door axe.,45.87349319458008,99.99998474121094,45.87349319458008,0,The door axe.,The door axe.,45.87349319458008,99.99998474121094,45.87349319458008,1,The heavy brick.,The heavy brick.,25.82756805419922,100.0,25.82756805419922,True,True,True
What physical object made direct contact to probe the wound?,The surgeon probed the wound with the plastic peg held near the wound retractor.,Lexical Echo,The plastic peg is the target for: what physical object made direct contact to probe the wound?,retractor..,1,The plastic peg is the target for: what physical object made direct contact to probe the wound?,The physical object made direct contact to probe the wound is the plastic peg.,84.4035415649414,95.80663299560547,81.88483428955078,1,The plastic peg is the target for: what physical object made direct contact to probe the wound?,The physical object made direct contact to probe the wound is the plastic peg.,84.4035415649414,95.80663299560547,81.88483428955078,1,The plastic peg is the target for: what physical object made direct contact to probe the wound?,The physical object made direct contact to probe the wound is the plastic peg.,84.4035415649414,95.80663299560547,81.88483428955078,False,False,False
What physical object made direct contact to pick the padlock?,The thief picked the padlock with the iron wire taped to the padlock pick.,Lexical Echo,The iron wire.,The padlock pick.,0,The padlock pick.,The physical object that made direct contact to pick the padlock is the pick itself.,70.68118286132812,74.86537170410156,89.88301849365234,0,The padlock pick.,The physical object that made direct contact to pick the padlock is the pick itself.,70.68118286132812,74.86537170410156,89.88301849365234,0,The padlock pick.,The physical object that made direct contact to pick the padlock is the pick itself.,70.68118286132812,74.86537170410156,89.88301849365234,False,False,False
What physical object made direct contact to parry the foil?,The fencer parried the foil with the leather glove gripping the foil guard.,Lexical Echo,The leather glove.,The foil guard.,0,The foil guard.,The foil guard.,56.7265510559082,100.0,56.7265510559082,0,The foil guard.,The foil guard.,56.7265510559082,100.0,56.7265510559082,1,The leather glove.,The leather glove.,21.900432586669922,100.0000228881836,21.900432586669922,True,True,True
What physical object made direct contact to join the seam?,The welder joined the seam with the heated wire touching the seam torch.,Lexical Echo,The heated wire is the target for: what physical object made direct contact to join the seam?,torch..,1,The heated wire is the target for: what physical object made direct contact to join the seam?,The physical object that made direct contact to join the seam is a soldering iron.,82.1620101928711,77.82301330566406,84.04263305664062,1,The heated wire is the target for: what physical object made direct contact to join the seam?,A soldering iron.,82.1620101928711,38.771663665771484,33.724647521972656,0,torch..,The torch.,9.565814971923828,85.5345230102539,13.714393615722656,False,False,False
What physical object made direct contact to explore the wreck?,The diver explored the wreck with the plastic stick tied to the wreck light.,Lexical Echo,The plastic stick.,The wreck light.,0,The wreck light.,The wreck light.,52.31112289428711,99.99998474121094,52.31112289428711,0,The wreck light.,The wreck light.,52.31112289428711,99.99998474121094,52.31112289428711,1,The plastic stick.,The plastic stick.,29.621109008789062,100.00001525878906,29.621109008789062,True,True,True
What physical object made direct contact to steer the ship?,The pilot steered the ship with the wooden spoon taped to the ship wheel.,Lexical Echo,The wooden spoon.,The ship wheel.,0,The ship wheel.,The ship wheel.,57.82476043701172,100.0000228881836,57.82476043701172,0,The ship wheel.,The ship wheel.,57.82476043701172,100.0000228881836,57.82476043701172,1,The wooden spoon.,The wooden spoon.,24.464441299438477,100.0000228881836,24.464441299438477,True,True,True
What physical object made direct contact to stop the car?,The driver stopped the car with the rubber boot pressing the car brake.,Lexical Echo,The rubber boot is the target for: what physical object made direct contact to stop the car?,brake..,1,The rubber boot is the target for: what physical object made direct contact to stop the car?,The rubber boot.,77.93953704833984,63.4913215637207,23.646215438842773,1,The rubber boot is the target for: what physical object made direct contact to stop the car?,The rubber boot.,77.93953704833984,63.4913215637207,23.646215438842773,1,The rubber boot is the target for: what physical object made direct contact to stop the car?,The rubber boot.,77.93953704833984,63.4913215637207,23.646215438842773,False,False,False
What physical object made direct contact to shoot the target?,The sniper shot the target with the glass bottle covering the target scope.,Lexical Echo,The glass bottle.,The target scope.,0,The target scope.,The arrow.,45.32011795043945,44.51490783691406,24.18678092956543,0,The target scope.,The arrow.,45.32011795043945,44.51490783691406,24.18678092956543,1,The glass bottle.,The glass bottle.,16.41188621520996,100.0,16.41188621520996,True,True,True
What physical object made direct contact to capture the bird?,The photographer captured the bird with the plastic cup blocking the bird lens.,Lexical Echo,The plastic cup.,The bird lens.,0,The bird lens.,The physical object that made direct contact to capture the bird is the lens.,58.6705207824707,77.17027282714844,85.93063354492188,0,The bird lens.,The physical object that made direct contact to capture the bird is the lens.,58.6705207824707,77.17027282714844,85.93063354492188,1,The plastic cup.,The plastic cup.,30.827754974365234,100.0,30.827754974365234,True,True,True
What physical object made direct contact to scale the wall?,The climber scaled the wall with the cotton rope tied to the wall hook.,Lexical Echo,The cotton rope is the target for: what physical object made direct contact to scale the wall?,hook..,1,The cotton rope is the target for: what physical object made direct contact to scale the wall?,The physical object made direct contact to scale the wall is the cotton rope.,82.91670227050781,96.48674774169922,80.164306640625,1,The cotton rope is the target for: what physical object made direct contact to scale the wall?,The physical object made direct contact to scale the wall is the cotton rope.,82.91670227050781,96.48674774169922,80.164306640625,0,hook..,The hook.,8.201935768127441,79.61383056640625,15.382816314697266,False,False,False
What physical object made direct contact to catch the bass?,The fisherman caught the bass with the metal clip holding the bass lure.,Lexical Echo,The metal clip.,The bass lure.,0,The bass lure.,The bass lure.,64.98814392089844,100.0,64.98814392089844,0,The bass lure.,The bass lure.,64.98814392089844,100.0,64.98814392089844,0,The bass lure.,The bass lure.,64.98814392089844,100.0,64.98814392089844,False,False,False
What physical object made direct contact to type the story?,The writer typed the story with the wooden block hitting the story keyboard.,Lexical Echo,The wooden block.,The story keyboard.,0,The story keyboard.,The story keyboard.,51.16454315185547,100.0,51.16454315185547,0,The story keyboard.,The story keyboard.,51.16454315185547,100.0,51.16454315185547,1,The wooden block.,The wooden block.,36.531009674072266,100.0000228881836,36.531009674072266,True,True,True
What physical object made direct contact to paint the portrait?,The artist painted the portrait with the cotton swab touching the portrait brush.,Lexical Echo,The cotton swab is the target for: what physical object made direct contact to paint the portrait?,brush..,1,The cotton swab is the target for: what physical object made direct contact to paint the portrait?,The physical object that made direct contact to paint the portrait is the brush.,76.5011215209961,71.12151336669922,86.36942291259766,1,The cotton swab is the target for: what physical object made direct contact to paint the portrait?,The physical object that made direct contact to paint the portrait is the brush.,76.5011215209961,71.12151336669922,86.36942291259766,1,The cotton swab is the target for: what physical object made direct contact to paint the portrait?,The physical object that made direct contact to paint the portrait is the brush.,76.5011215209961,71.12151336669922,86.36942291259766,False,False,False
What physical object made direct contact to light the fire?,The camper lit the fire with the dry leaf shielding the fire match.,Lexical Echo,The dry leaf.,The fire match.,0,The fire match.,The match.,47.59991455078125,75.18694305419922,21.838895797729492,0,The fire match.,The match.,47.59991455078125,75.18694305419922,21.838895797729492,1,The dry leaf.,The dry leaf.,20.553091049194336,100.00001525878906,20.553091049194336,True,True,True
What physical object made direct contact to carve the turkey?,The butcher carved the turkey with the dull coin scraping the turkey knife.,Lexical Echo,The dull coin.,The turkey knife.,0,The turkey knife.,The turkey knife.,58.76839065551758,100.00001525878906,58.76839065551758,0,The turkey knife.,The turkey knife.,58.76839065551758,100.00001525878906,58.76839065551758,1,The dull coin.,The dull coin.,9.943394660949707,100.0,9.943394660949707,True,True,True
